53393974.380997;  -3.60; -92; -98; 1.99; -53; -42; 1; 
53490205.473000;  -1.48; -96; -101; 3.99; -49; -39; 1; 
53584749.211990;  -0.13; -100; -105; 5.99; -45; -35; 1; 
53682291.305992;  2.66; -105; -108; 7.99; -40; -32; 1; 
53792927.419998;  4.85; -109; -111; 9.99; -36; -29; 1; 
53890749.374992;  6.29; -112; -113; 10.99; -33; -27; 1; 
53984812.263992;  7.81; -115; -115; 11.99; -30; -25; 1; 
54080727.914001;  8.43; -118; -117; 11.99; -27; -23; 1; 
54194686.637001;  11.51; -121; -118; 12.99; -24; -22; 1; 
54290325.340996;  12.60; -124; -120; 12.99; -21; -20; 1; 
54386770.318001;  13.00; -126; -121; 11.99; -19; -19; 1; 
54480958.262001;  14.64; -128; -122; 11.99; -17; -18; 1; 
54592728.391998;  13.85; -130; -124; 10.99; -15; -16; 1; 
54688919.682991;  15.09; -132; -125; 9.99; -13; -15; 1; 
54784996.939995;  14.40; -133; -126; 8.99; -12; -14; 1; 
54880821.089996;  13.76; -134; -127; 7.99; -11; -13; 1; 
54992864.581993;  17.13; -136; -128; 7.99; -9; -12; 1; 
55088764.660995;  18.31; -137; -128; 5.99; -8; -12; 1; 
55185107.973000;  18.53; -138; -129; 4.99; -7; -11; 1; 
55280701.048996;  19.04; -139; -130; 3.99; -6; -10; 1; 
55392721.334999;  15.31; -139; -131; 2.99; -6; -9; 1; 
55489878.474998;  18.95; -140; -131; 1.99; -5; -9; 1; 
55586499.177002;  20.43; -141; -132; 0.99; -4; -8; 1; 
55681083.644997;  19.43; -141; -132; -0.01; -4; -8; 1; 
55793136.951996;  20.80; -142; -133; -2.01; -3; -7; 1; 
55888964.766998;  20.80; -142; -133; -2.01; -3; -7; 1; 
55985043.658997;  24.57; -143; -134; -3.01; -2; -6; 1; 
56084177.556000;  23.57; -143; -134; -4.01; -2; -6; 1; 
56192825.030991;  19.20; -143; -135; -5.01; -2; -5; 1; 
56288736.917000;  28.69; -144; -135; -6.01; -1; -5; 1; 
56387053.991997;  27.69; -144; -135; -7.01; -1; -5; 1; 
56480804.631996;  26.69; -144; -135; -8.01; -1; -5; 1; 
56595297.934998;  23.96; -144; -136; -8.01; -1; -4; 1; 
56689359.627998;  37.00; -145; -136; -9.01; 0; -4; 1; 
56785209.087997;  36.00; -145; -136; -10.01; 0; -4; 1; 
56880779.903999;  36.00; -145; -136; -10.01; 0; -4; 1; 
56994016.569992;  35.00; -145; -137; -11.01; 0; -3; 1; 
57088808.492996;  34.00; -145; -137; -12.01; 0; -3; 1; 
57186669.931000;  34.00; -145; -137; -12.01; 0; -3; 1; 
57282222.243996;  34.00; -145; -137; -12.01; 0; -3; 1; 
57392745.255997;  51.43; -146; -137; -13.01; 1; -3; 1; 
57488760.647995;  51.43; -146; -137; -13.01; 1; -3; 1; 
57585978.174995;  50.43; -146; -137; -14.01; 1; -3; 1; 
57681337.448990;  57.57; -146; -138; -15.01; 1; -2; 1; 
57792746.811996;  57.57; -146; -138; -15.01; 1; -2; 1; 
57888743.894997;  57.57; -146; -138; -15.01; 1; -2; 1; 
57986242.334999;  56.57; -146; -138; -16.01; 1; -2; 1; 
58080821.090996;  56.57; -146; -138; -16.01; 1; -2; 1; 
58192746.470001;  56.57; -146; -138; -16.01; 1; -2; 1; 
58290682.676994;  56.57; -146; -138; -16.01; 1; -2; 1; 
58384692.570000;  55.57; -146; -138; -17.01; 1; -2; 1; 
