t; x; y; theta
15587312.887001; 0.00; 0.00; 0.00
15606972.089001; 0.00; 0.00; 0.00
15618302.742001; 0.00; 0.00; 0.00
15634501.845999; 0.00; 0.00; 0.00
15657016.526999; 0.00; 0.00; 0.00
15665477.639999; 0.00; 0.00; 0.00
15682401.508999; 0.00; 0.00; 0.00
15700427.985001; 0.00; 0.00; 0.00
15713406.823002; 0.00; 0.00; 0.00
15729288.899998; 0.00; 0.00; 0.00
15749595.272999; 0.00; 0.00; 0.00
15761992.011997; 0.00; 0.00; 0.00
15780930.400000; 0.00; 0.00; 0.00
15798762.100000; 0.00; 0.00; 0.00
15813486.936001; 0.00; 0.00; 0.00
15829221.123001; 0.00; 0.00; 0.00
15841547.177999; 0.00; 0.00; 0.00
15861054.202000; 0.00; 0.00; 0.00
15877266.955999; 0.00; 0.00; 0.00
15895192.524000; 0.00; 0.00; 0.00
15906002.410000; 0.00; 0.00; 0.00
15930132.455000; 0.00; 0.00; 0.00
15937871.071001; 0.00; 0.00; 0.00
15953429.372999; 0.00; 0.00; 0.00
15979723.166998; 0.00; 0.00; 0.00
15986813.007999; 0.00; 0.00; 0.00
16004009.861000; 0.00; 0.00; 0.00
16016778.999998; 0.00; 0.00; 0.00
16035135.032999; 0.00; 0.00; 0.00
16049974.845999; 0.00; 0.00; 0.00
16066109.230000; 0.00; 0.00; 0.00
16083794.643000; 0.00; 0.00; 0.00
16097654.526999; 0.00; 0.00; 0.00
16113367.851999; 0.00; 0.00; 0.00
16128661.537001; 0.00; 0.00; 0.00
16144825.263000; 0.00; 0.00; 0.00
16161936.621000; 0.00; 0.00; 0.00
16178728.913000; 0.00; 0.00; 0.00
16192653.776999; 0.00; 0.00; 0.00
16209099.693998; 0.00; 0.00; 0.00
16224955.311998; 0.00; 0.00; 0.00
16242803.222998; 0.00; 0.00; 0.00
16259260.406998; 0.00; 0.00; 0.00
16272737.592001; 0.00; 0.00; 0.00
16289968.135000; 0.00; 0.00; 0.00
16304746.542999; 0.00; 0.00; 0.00
16322830.629000; 0.00; 0.00; 0.00
16337576.589998; 0.00; 0.00; 0.00
16353212.324001; 0.00; 0.00; 0.00
16369226.146999; 0.00; 0.00; 0.00
16387328.362999; 0.00; 0.00; 0.00
16402272.069000; 0.00; 0.00; 0.00
16417856.213001; 0.00; 0.00; 0.00
16433774.030001; 0.00; 0.00; 0.00
16448668.328999; 0.00; 0.00; 0.00
16466482.719000; 0.00; 0.00; 0.00
16480717.088999; 0.00; 0.00; 0.00
16498012.258999; 0.00; 0.00; 0.00
16513767.546000; 0.00; 0.00; 0.00
16530842.049000; 0.00; 0.00; 0.00
16544686.306999; 0.00; 0.00; 0.00
16563575.382000; 0.00; 0.00; 0.00
16578311.108999; 0.00; 0.00; 0.00
16596467.448999; 0.00; 0.00; 0.00
16610006.301998; 0.00; 0.00; 0.00
16630004.470001; 0.00; 0.00; 0.00
16642342.941999; 0.00; 0.00; 0.00
16661803.266001; 0.00; 0.00; 0.00
16672637.522999; 0.00; 0.00; 0.00
16693840.073000; 0.00; 0.00; 0.00
16704792.084999; 0.00; 0.00; 0.00
16722441.416998; 0.00; 0.00; 0.00
16737985.985001; 0.00; 0.00; 0.00
16754260.425999; 0.00; 0.00; 0.00
16768861.307999; 0.00; 0.00; 0.00
16786291.156000; 0.00; 0.00; 0.00
16800717.170002; 0.00; 0.00; 0.00
16817965.858997; 0.00; 0.00; 0.00
16833264.842001; 0.00; 0.00; 0.00
16850886.657001; 0.00; 0.00; 0.00
16865215.177000; 0.00; 0.00; 0.00
16882562.705000; 0.00; 0.00; 0.00
16896591.736000; 0.00; 0.00; 0.00
16914004.071001; 0.00; 0.00; 0.00
16928645.486002; 0.00; 0.00; 0.00
16945366.009001; 0.00; 0.00; 0.00
16962514.849001; 0.00; 0.00; 0.00
16976903.046999; 0.00; 0.00; 0.00
16993944.350000; 0.00; 0.00; 0.34
17008571.716000; 0.01; 0.00; 0.69
17031005.509001; 0.01; 0.00; 1.26
17043890.650999; 0.01; 0.00; 1.70
17058625.670002; 0.02; 0.00; 2.10
17074236.681997; 0.02; 0.00; 2.44
17090292.340000; 0.02; 0.00; 2.85
17104946.702999; 0.02; 0.00; 3.28
17123389.275000; 0.03; 0.00; 3.81
17137788.502001; 0.03; 0.00; 4.17
17156028.475002; 0.03; 0.00; 4.65
17173661.165998; 0.04; 0.00; 5.05
17184611.926001; 0.04; 0.00; 5.36
17206713.159002; 0.04; 0.00; 5.94
17217940.108999; 0.05; 0.00; 6.33
17233107.775000; 0.05; 0.00; 6.61
17248654.944000; 0.05; 0.00; 7.03
17268442.190998; 0.06; 0.00; 7.60
17285463.584002; 0.06; 0.00; 8.05
17296646.920000; 0.06; 0.00; 8.39
17314261.598000; 0.07; 0.01; 8.85
17328630.959000; 0.07; 0.01; 9.25
17347537.171001; 0.07; 0.01; 9.74
17363522.056000; 0.08; 0.01; 10.19
17377504.403002; 0.08; 0.01; 10.52
17399538.546001; 0.08; 0.01; 11.05
17411729.629000; 0.09; 0.01; 11.45
17430954.778000; 0.09; 0.01; 11.88
17453166.545998; 0.09; 0.01; 12.44
17461283.779001; 0.10; 0.01; 12.77
17473928.511002; 0.10; 0.01; 13.12
17491992.615000; 0.10; 0.01; 13.61
17505112.897001; 0.10; 0.01; 13.91
17520636.983002; 0.11; 0.01; 14.32
17547307.136999; 0.11; 0.01; 14.97
17552581.656000; 0.11; 0.01; 15.18
17568665.004002; 0.12; 0.02; 15.53
17584653.174999; 0.12; 0.02; 15.94
17604072.243000; 0.12; 0.02; 16.47
17626023.557001; 0.13; 0.02; 17.15
17641131.885000; 0.13; 0.02; 17.45
17654931.492998; 0.13; 0.02; 17.88
17665278.928999; 0.13; 0.02; 18.17
17684763.423000; 0.14; 0.02; 18.72
17699787.408001; 0.14; 0.02; 19.02
17721247.270002; 0.15; 0.02; 19.62
17728733.591002; 0.15; 0.03; 19.87
17744734.665001; 0.15; 0.03; 20.31
17762501.150999; 0.15; 0.03; 20.77
17785310.135002; 0.16; 0.03; 21.29
17795458.547001; 0.16; 0.03; 21.60
17808929.299002; 0.16; 0.03; 21.99
17828225.725000; 0.17; 0.03; 22.51
17841259.532001; 0.17; 0.03; 22.87
17858790.351999; 0.17; 0.04; 23.35
17876080.008999; 0.17; 0.04; 23.80
17892960.968998; 0.18; 0.04; 24.23
17911746.925999; 0.18; 0.04; 24.73
17923174.765999; 0.18; 0.04; 24.97
17941401.060999; 0.19; 0.04; 25.51
17960461.673000; 0.19; 0.04; 26.03
17969625.601999; 0.19; 0.04; 26.29
17991343.355999; 0.19; 0.05; 26.74
18017094.522999; 0.20; 0.05; 27.14
18025103.939999; 0.20; 0.05; 27.16
18032669.272999; 0.20; 0.05; 27.17
18059746.054001; 0.21; 0.05; 27.22
18074221.405001; 0.21; 0.05; 27.25
18085189.105001; 0.21; 0.06; 27.27
18103578.745998; 0.22; 0.06; 27.31
18116343.178001; 0.22; 0.06; 27.34
18131507.897001; 0.22; 0.06; 27.36
18144639.139999; 0.23; 0.06; 27.39
18166485.047001; 0.23; 0.06; 27.43
18177028.123999; 0.23; 0.07; 27.46
18195608.211998; 0.24; 0.07; 27.49
18209123.555000; 0.24; 0.07; 27.52
18227215.514999; 0.24; 0.07; 27.55
18243188.132002; 0.25; 0.07; 27.59
18257747.770000; 0.25; 0.07; 27.61
18276483.876001; 0.25; 0.08; 27.65
18294492.389999; 0.26; 0.08; 27.68
18306079.973999; 0.26; 0.08; 27.71
18326047.125999; 0.26; 0.08; 27.75
18337307.097002; 0.27; 0.08; 27.77
18353409.585999; 0.27; 0.08; 27.81
18369188.183998; 0.27; 0.09; 27.84
18387577.718000; 0.28; 0.09; 27.87
18402545.320997; 0.28; 0.09; 27.90
18422401.937002; 0.28; 0.09; 27.94
18436753.777998; 0.29; 0.09; 27.97
18450136.216002; 0.29; 0.10; 28.00
18465730.219999; 0.29; 0.10; 28.03
18484293.855000; 0.30; 0.10; 28.06
18496729.600000; 0.30; 0.10; 28.09
18515704.867001; 0.30; 0.10; 28.13
18530770.338999; 0.31; 0.10; 28.16
18545944.556997; 0.31; 0.11; 28.19
18563036.146999; 0.31; 0.11; 28.22
18581948.905001; 0.32; 0.11; 28.26
18596418.304998; 0.32; 0.11; 28.29
18610479.315001; 0.32; 0.11; 28.32
18637320.113998; 0.33; 0.12; 28.36
18640697.538998; 0.33; 0.12; 28.37
18657908.632999; 0.33; 0.12; 28.41
18674451.393999; 0.33; 0.12; 28.44
18690644.672998; 0.34; 0.12; 28.47
18706126.382000; 0.34; 0.12; 28.51
18721835.412998; 0.34; 0.12; 28.54
18741504.046000; 0.35; 0.13; 28.57
18753580.566002; 0.35; 0.13; 28.60
18772303.184000; 0.35; 0.13; 28.63
18784648.857000; 0.36; 0.13; 28.66
18805270.468002; 0.36; 0.13; 28.70
18817652.538000; 0.36; 0.14; 28.73
18835069.130001; 0.37; 0.14; 28.76
18850622.048998; 0.37; 0.14; 28.79
18867531.748001; 0.37; 0.14; 28.83
18882793.206001; 0.38; 0.14; 28.86
18899195.422001; 0.38; 0.14; 28.89
18914344.073000; 0.38; 0.15; 28.92
18930869.834999; 0.39; 0.15; 28.95
18946144.684999; 0.39; 0.15; 28.98
18965683.957998; 0.39; 0.15; 29.02
18977282.563000; 0.40; 0.15; 29.04
18992651.497000; 0.40; 0.15; 29.05
19013371.097000; 0.40; 0.16; 29.03
19024753.155001; 0.40; 0.16; 29.02
19050313.599001; 0.41; 0.16; 28.98
19060538.483999; 0.41; 0.16; 28.97
19080832.251999; 0.41; 0.16; 28.95
19091133.849001; 0.41; 0.16; 28.94
19111655.296999; 0.42; 0.17; 28.91
19127339.027000; 0.42; 0.17; 28.90
19139808.969997; 0.42; 0.17; 28.88
19153005.980000; 0.42; 0.17; 28.86
19173745.606001; 0.43; 0.17; 28.84
19184592.164999; 0.43; 0.17; 28.83
19205458.264002; 0.43; 0.17; 28.80
19217015.823000; 0.44; 0.18; 28.79
19232631.908998; 0.44; 0.18; 28.77
19251798.310001; 0.44; 0.18; 28.74
19272670.308001; 0.44; 0.18; 28.72
19282128.193001; 0.45; 0.18; 28.71
19298917.368000; 0.45; 0.18; 28.69
19319216.058001; 0.45; 0.18; 28.66
19333531.021999; 0.45; 0.19; 28.65
19345867.556000; 0.46; 0.19; 28.63
19366907.600000; 0.46; 0.19; 28.61
19380345.181999; 0.46; 0.19; 28.59
19394601.582001; 0.46; 0.19; 28.57
19413897.636997; 0.47; 0.19; 28.56
19425635.856998; 0.47; 0.19; 28.54
19454601.445000; 0.47; 0.20; 28.51
19459833.338999; 0.48; 0.20; 28.50
19480261.872999; 0.48; 0.20; 28.48
19496845.933998; 0.48; 0.20; 28.45
19505473.654001; 0.48; 0.20; 28.44
19522730.024000; 0.49; 0.20; 28.42
19547269.171999; 0.49; 0.20; 28.40
19556324.079000; 0.49; 0.21; 28.38
19572755.885002; 0.49; 0.21; 28.36
19586365.088999; 0.50; 0.21; 28.35
19601556.803999; 0.50; 0.21; 28.33
19618251.484001; 0.50; 0.21; 28.31
19638554.246998; 0.51; 0.21; 28.28
19653941.667999; 0.51; 0.21; 28.27
19669386.872000; 0.51; 0.22; 28.25
19680697.960001; 0.51; 0.22; 28.24
19702532.758999; 0.52; 0.22; 28.21
19715828.067001; 0.52; 0.22; 28.19
19731210.413000; 0.52; 0.22; 28.17
19749061.337000; 0.52; 0.22; 28.16
19762836.308001; 0.53; 0.22; 28.14
19782096.205000; 0.53; 0.23; 28.11
19793783.130001; 0.53; 0.23; 28.10
19811848.265999; 0.53; 0.23; 28.08
19826137.195000; 0.54; 0.23; 28.06
19842555.502001; 0.54; 0.23; 28.04
19862000.831999; 0.54; 0.23; 28.02
19872773.527000; 0.54; 0.23; 28.01
19891376.706001; 0.55; 0.24; 27.99
19910470.209002; 0.55; 0.24; 27.96
19923612.269999; 0.55; 0.24; 27.95
19946776.750999; 0.56; 0.24; 27.92
19955575.624001; 0.56; 0.24; 27.91
19974549.218000; 0.56; 0.24; 27.89
19989618.646000; 0.56; 0.24; 27.87
20005496.140999; 0.57; 0.25; 27.87
20016786.285999; 0.57; 0.25; 27.88
20032763.921997; 0.57; 0.25; 27.90
20054191.461000; 0.57; 0.25; 27.91
20065091.705002; 0.57; 0.25; 27.92
20085595.223999; 0.58; 0.25; 27.94
20096838.735001; 0.58; 0.25; 27.95
20118573.830002; 0.58; 0.25; 27.96
20128629.205999; 0.58; 0.25; 27.97
20152166.837000; 0.59; 0.26; 27.99
20165472.530001; 0.59; 0.26; 28.00
20177990.681002; 0.59; 0.26; 28.01
20197346.928999; 0.59; 0.26; 28.03
20209153.011002; 0.59; 0.26; 28.03
20224705.704000; 0.59; 0.26; 28.05
20248129.265001; 0.60; 0.26; 28.07
20261387.756001; 0.60; 0.26; 28.07
20274976.582001; 0.60; 0.26; 28.09
20289564.111002; 0.60; 0.27; 28.10
20308858.827000; 0.61; 0.27; 28.11
20323635.556000; 0.61; 0.27; 28.13
20341077.282000; 0.61; 0.27; 28.14
20354748.588001; 0.61; 0.27; 28.15
20370278.277998; 0.61; 0.27; 28.16
20393111.514000; 0.62; 0.27; 28.18
20409043.821001; 0.62; 0.27; 28.19
20418463.833000; 0.62; 0.27; 28.20
20434410.375002; 0.62; 0.28; 28.21
20451453.040998; 0.62; 0.28; 28.23
20464599.228998; 0.63; 0.28; 28.24
20481769.369999; 0.63; 0.28; 28.25
20498927.748999; 0.63; 0.28; 28.27
20513079.458000; 0.63; 0.28; 28.28
20530886.288998; 0.63; 0.28; 28.29
20544754.472002; 0.64; 0.28; 28.30
20560757.842999; 0.64; 0.28; 28.31
20579588.329998; 0.64; 0.29; 28.33
20592611.121000; 0.64; 0.29; 28.34
20610355.083002; 0.64; 0.29; 28.35
20624551.932001; 0.65; 0.29; 28.36
20640744.382999; 0.65; 0.29; 28.38
20656573.473000; 0.65; 0.29; 28.39
20673663.852999; 0.65; 0.29; 28.40
20691503.907001; 0.66; 0.29; 28.42
20707721.834999; 0.66; 0.29; 28.43
20721282.346001; 0.66; 0.30; 28.44
20738451.302000; 0.66; 0.30; 28.45
20752819.090998; 0.66; 0.30; 28.47
20769046.679001; 0.67; 0.30; 28.48
20786163.637001; 0.67; 0.30; 28.49
20801892.356001; 0.67; 0.30; 28.51
20824205.575998; 0.67; 0.30; 28.52
20834682.389999; 0.67; 0.30; 28.53
20849674.787998; 0.68; 0.30; 28.54
20868468.299999; 0.68; 0.31; 28.56
20881411.071001; 0.68; 0.31; 28.57
20901070.484001; 0.68; 0.31; 28.58
20913934.903002; 0.68; 0.31; 28.59
20930872.262001; 0.69; 0.31; 28.61
20944696.260998; 0.69; 0.31; 28.62
20962921.389000; 0.69; 0.31; 28.63
20977103.074001; 0.69; 0.31; 28.64
20994341.376999; 0.69; 0.31; 28.65
21008664.363998; 0.70; 0.32; 28.64
21033547.119001; 0.70; 0.32; 28.63
21041322.620001; 0.70; 0.32; 28.63
21063795.742001; 0.70; 0.32; 28.62
21080252.754000; 0.70; 0.32; 28.61
21094338.437000; 0.70; 0.32; 28.61
21106355.388002; 0.71; 0.32; 28.60
21122042.088999; 0.71; 0.32; 28.60
21145206.323999; 0.71; 0.32; 28.59
21164383.115000; 0.71; 0.32; 28.58
21180592.539000; 0.71; 0.32; 28.57
21185256.491001; 0.71; 0.33; 28.57
21201624.331999; 0.72; 0.33; 28.56
21222264.763000; 0.72; 0.33; 28.56
21233556.068001; 0.72; 0.33; 28.55
21249174.533001; 0.72; 0.33; 28.55
21264765.129999; 0.72; 0.33; 28.54
21284005.008999; 0.72; 0.33; 28.53
21300870.404001; 0.73; 0.33; 28.52
21314486.430998; 0.73; 0.33; 28.52
21331721.014997; 0.73; 0.33; 28.51
21350639.256001; 0.73; 0.33; 28.51
21360988.155001; 0.73; 0.34; 28.50
21379106.931999; 0.73; 0.34; 28.49
21398749.428997; 0.74; 0.34; 28.49
21410834.070002; 0.74; 0.34; 28.48
21430147.771000; 0.74; 0.34; 28.47
21445938.812998; 0.74; 0.34; 28.47
21461233.629997; 0.74; 0.34; 28.46
21472632.543999; 0.74; 0.34; 28.46
21492635.521997; 0.75; 0.34; 28.45
21518486.205997; 0.75; 0.34; 28.44
21521206.762999; 0.75; 0.34; 28.44
21543776.446001; 0.75; 0.35; 28.43
21554169.710999; 0.75; 0.35; 28.42
21570564.532001; 0.76; 0.35; 28.42
21587800.622997; 0.76; 0.35; 28.41
21601780.834000; 0.76; 0.35; 28.40
21620355.875999; 0.76; 0.35; 28.40
21636293.099001; 0.76; 0.35; 28.39
21651526.875002; 0.76; 0.35; 28.39
21672451.901999; 0.77; 0.35; 28.38
21680710.199999; 0.77; 0.35; 28.37
21703550.150000; 0.77; 0.36; 28.36
21715846.692999; 0.77; 0.36; 28.36
21734267.263000; 0.77; 0.36; 28.35
21745299.913000; 0.77; 0.36; 28.35
21766549.587000; 0.78; 0.36; 28.34
21782054.868000; 0.78; 0.36; 28.33
21795672.285000; 0.78; 0.36; 28.33
21813663.613001; 0.78; 0.36; 28.32
21825771.705000; 0.78; 0.36; 28.32
21842314.731998; 0.78; 0.36; 28.31
21862860.229998; 0.79; 0.36; 28.30
21877445.442999; 0.79; 0.36; 28.30
21892601.171999; 0.79; 0.37; 28.29
21908516.636999; 0.79; 0.37; 28.28
21923915.049000; 0.79; 0.37; 28.28
21936747.527998; 0.79; 0.37; 28.27
21953081.873999; 0.80; 0.37; 28.27
21971656.997002; 0.80; 0.37; 28.26
21987244.945002; 0.80; 0.37; 28.25
22003824.109001; 0.80; 0.37; 28.25
22018745.077000; 0.80; 0.37; 28.24
22032647.371002; 0.80; 0.37; 28.23
22050576.435999; 0.80; 0.37; 28.23
22066303.168999; 0.81; 0.37; 28.22
22081945.259001; 0.81; 0.38; 28.22
22107580.264002; 0.81; 0.38; 28.21
22112667.111000; 0.81; 0.38; 28.20
22128752.806999; 0.81; 0.38; 28.20
22148920.676998; 0.81; 0.38; 28.19
22174678.255001; 0.81; 0.38; 28.18
22179953.840002; 0.82; 0.38; 28.18
22194322.782999; 0.82; 0.38; 28.17
22209361.596001; 0.82; 0.38; 28.16
22231620.571999; 0.82; 0.38; 28.16
22243586.914000; 0.82; 0.38; 28.15
22258278.467999; 0.82; 0.38; 28.15
22274762.755999; 0.82; 0.38; 28.14
22289729.192999; 0.82; 0.39; 28.13
22310871.221998; 0.83; 0.39; 28.12
22323705.566000; 0.83; 0.39; 28.12
22338016.507002; 0.83; 0.39; 28.11
22353247.051001; 0.83; 0.39; 28.11
22372183.240002; 0.83; 0.39; 28.10
22390953.499998; 0.83; 0.39; 28.09
22403843.363998; 0.83; 0.39; 28.09
22416856.615000; 0.84; 0.39; 28.08
22432829.468998; 0.84; 0.39; 28.08
22455897.955999; 0.84; 0.39; 28.07
22466977.431000; 0.84; 0.39; 28.06
22485381.796000; 0.84; 0.39; 28.05
22496887.423000; 0.84; 0.39; 28.05
22516144.406000; 0.84; 0.40; 28.04
22535128.997000; 0.85; 0.40; 28.04
22545754.154999; 0.85; 0.40; 28.03
22562805.302998; 0.85; 0.40; 28.03
22583127.506998; 0.85; 0.40; 28.02
22606121.972000; 0.85; 0.40; 28.01
22614645.462000; 0.85; 0.40; 28.00
22628304.154999; 0.85; 0.40; 28.00
